ID,Date,Temperature(C),Humidity(%),WindSpeed(km/h),Rain(mm),TrafficVolume(vehicles/hour),NO2(µg/m3),SO2(µg/m3),CO(mg/m3),PM2.5(µg/m3),PM10(µg/m3),Season,Region,AQI_PM2.5,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI Value,AQI Category,Country,lat,lng
524,2024-06-07,32.9,54.0,13.7,0.2,1514.0,36.8,15.0,0.86,72.3,103.8,Spring,Urban,159.7,75.2,34.7,21.4,9.8,159.7,Unhealthy,France,48.8534,2.3488
525,2024-06-08,26.2,55.5,15.2,3.6,2521.0,28.0,15.8,1.18,77.5,106.4,Fall,Urban,162.4,76.4,26.4,22.6,13.4,162.4,Unhealthy,Romania,44.4323,26.1063
526,2024-06-09,21.0,47.9,9.6,2.0,3176.0,35.4,11.4,0.86,41.4,111.8,Fall,Urban,115.5,79.1,33.4,16.3,9.8,115.5,Unhealthy for Sensitive Groups,Denmark,55.6759,12.5655
527,2024-06-10,21.9,37.9,11.1,4.7,2040.0,48.0,3.8,0.87,64.1,88.0,Winter,Rural,155.4,67.3,45.3,5.4,9.9,155.4,Unhealthy,Bosnia and Herzegovina,44.0,17.9
528,2024-06-11,30.2,57.7,15.04141700404858,4.3,3436.0,39.7,16.0,1.56,32.4,74.2,Fall,Rural,93.7,60.5,37.5,22.9,17.7,93.7,Moderate,Hungary,47.2,18.8
529,2024-06-12,31.3,61.4,9.8,4.9,3606.0,43.0,11.2,1.03,64.1,90.3,Winter,Urban,155.4,68.5,40.6,16.0,11.7,155.4,Unhealthy,Poland,52.2298,21.0118
530,2024-06-13,25.5,59.5,14.0,4.9,1283.0,37.2,15.6,1.53,92.4,110.9,Winter,Rural,170.1,78.7,35.1,22.3,17.4,170.1,Unhealthy,Portugal,38.5,-8.0
531,2024-06-14,33.2,58.6,13.0,2.3,1170.0,29.4,14.4,0.45,33.3,87.0,Winter,Rural,95.6,66.8,27.7,20.6,5.1,95.6,Moderate,Germany,48.8,11.5
532,2024-06-15,21.7,60.4,24.3,0.3,2764.911133603239,37.6,16.3,0.81,44.8,142.6,Fall,Urban,123.9,94.4,35.5,23.3,9.2,123.9,Unhealthy for Sensitive Groups,Netherlands,52.374,4.8897
533,2024-06-16,29.7,70.2,9.2,0.1,3073.0,29.8,22.8,1.12,70.9,108.8,Spring,Urban,159.0,77.6,28.1,32.6,12.7,159.0,Unhealthy,Poland,52.2298,21.0118
534,2024-06-17,23.9,58.1,15.5,2.2,3084.0,29.1,12.3,1.03,72.7,102.4,Spring,Urban,159.9,74.5,27.5,17.6,11.7,159.9,Unhealthy,Austria,48.2085,16.3721
535,2024-06-18,26.7,54.3,15.04141700404858,0.2,1777.0,52.1,12.7,0.38,45.9,87.9,Fall,Urban,126.6,67.3,49.2,18.1,4.3,126.6,Unhealthy for Sensitive Groups,Czech Republic,50.088,14.4208
536,2024-06-19,30.2,57.2,9.6,2.1,3543.0,35.8,6.7,0.93,82.1,118.3,Winter,Urban,164.7,82.3,33.8,9.6,10.6,164.7,Unhealthy,Austria,48.2085,16.3721
537,2024-06-20,25.7,65.8,18.4,0.9,3672.0,32.6,14.0,1.74,47.8,75.8,Summer,Urban,131.3,61.3,30.8,20.0,19.8,131.3,Unhealthy for Sensitive Groups,North Macedonia,41.9965,21.4314
538,2024-06-21,28.1,74.1,13.0,1.6,4282.0,56.2,17.0,1.07,85.1,106.3,Spring,Urban,166.3,76.4,53.3,24.3,12.2,166.3,Unhealthy,Poland,52.2298,21.0118
539,2024-06-22,35.0,53.7,2.5,3.0,677.0,48.1,12.6,1.18,67.0,91.3,Summer,Rural,156.9,69.0,45.4,18.0,13.4,156.9,Unhealthy,Belgium,51.0,4.0
540,2024-06-23,27.1,61.0,18.3,1.4,775.0,36.3,17.1,0.81,79.1,102.4,Summer,Rural,163.2,74.5,34.2,24.4,9.2,163.2,Unhealthy,France,49.2,0.5
541,2024-06-24,34.2,63.4,9.4,0.2,2859.0,44.3,14.1,1.07,65.6,109.7,Summer,Rural,156.2,78.1,41.8,20.1,12.2,156.2,Unhealthy,Serbia,44.5,20.2
542,2024-06-25,24.4,50.1,9.8,1.9,3981.0,37.6,8.5,1.0,69.9,77.1,Fall,Rural,158.4,61.9,35.5,12.1,11.4,158.4,Unhealthy,Austria,47.5,11.5
543,2024-06-26,32.6,60.2,18.4,0.2,3859.0,33.1,16.6,1.34,70.7,66.6,Winter,Urban,158.8,56.7,31.2,23.7,15.2,158.8,Unhealthy,Netherlands,52.374,4.8897
544,2024-06-27,37.2,45.3,13.3,1.5,2764.911133603239,44.7,14.0,1.33,77.2,81.4,Fall,Urban,162.2,64.1,42.2,20.0,15.1,162.2,Unhealthy,Spain,40.4165,-3.7026
545,2024-06-28,17.6,42.3,19.6,4.7,4622.0,36.8,15.6,1.12,59.5,117.6,Winter,Rural,153.1,82.0,34.7,22.3,12.7,153.1,Unhealthy,Italy,41.6,12.3
546,2024-06-29,26.0,63.7,21.1,1.5,3460.0,40.8,12.2,1.02,46.5,107.5,Winter,Urban,128.1,77.0,38.5,17.4,11.6,128.1,Unhealthy for Sensitive Groups,Italy,41.8919,12.5113
547,2024-06-30,32.9,56.2,11.8,5.5,2969.0,50.2,11.7,0.5,58.8,91.9,Summer,Urban,152.7,69.3,47.4,16.7,5.7,152.7,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
548,2024-07-01,29.0,62.0,19.0,4.9,3585.0,49.1,15.8,0.49,50.0,139.4,Summer,Urban,136.7,92.8,46.3,22.6,5.6,136.7,Unhealthy for Sensitive Groups,Italy,41.8919,12.5113
549,2024-07-02,31.9,59.8,11.2,0.8,2872.0,34.5,13.8,1.02,51.0,125.7,Spring,Rural,139.2,86.0,32.5,19.7,11.6,139.2,Unhealthy for Sensitive Groups,Poland,52.0,20.5
550,2024-07-03,27.0,50.2,26.2,0.2,4568.0,44.9,23.6,1.26,84.8,120.9,Fall,Rural,166.1,83.6,42.4,33.7,14.3,166.1,Unhealthy,Hungary,47.2,18.8
551,2024-07-04,30.4,59.5,11.5,1.9,2090.0,28.7,19.0,1.4,69.3,85.5,Spring,Rural,158.1,66.1,27.1,27.1,15.9,158.1,Unhealthy,Spain,37.5,-4.5
552,2024-07-05,29.2,47.7,20.1,4.3,4880.0,44.5,17.7,0.73,68.7,120.6,Winter,Rural,157.8,83.5,42.0,25.3,8.3,157.8,Unhealthy,France,49.2,0.5
553,2024-07-06,35.8,73.9,19.2,1.0,1612.0,41.5,14.1,0.55,76.1,106.8,Fall,Urban,161.6,76.6,39.2,20.1,6.2,161.6,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
554,2024-07-07,31.3,46.4,16.6,3.8,1568.0,43.8,4.9,1.28,69.3,85.6,Fall,Urban,158.1,66.1,41.3,7.0,14.5,158.1,Unhealthy,Czech Republic,50.088,14.4208
555,2024-07-08,31.7,58.0,15.04141700404858,4.4,3045.0,37.0,11.0,0.76,88.0,97.9,Spring,Rural,167.8,72.2,34.9,15.7,8.6,167.8,Unhealthy,Bulgaria,42.5,23.0
556,2024-07-09,27.9,49.6,14.2,0.5,4149.0,60.8,11.8,0.53,28.6,79.2,Fall,Rural,85.7,63.0,58.2,16.9,6.0,85.7,Moderate,North Macedonia,41.8,21.2
557,2024-07-10,27.6,65.7,4.2,0.6,2314.0,31.0,13.6,0.85,45.0,85.7,Summer,Urban,124.4,66.2,29.2,19.4,9.7,124.4,Unhealthy for Sensitive Groups,Netherlands,52.374,4.8897
558,2024-07-11,27.8,56.7,16.1,3.4,4407.0,49.7,14.8,0.85,49.5,77.1,Summer,Rural,135.5,61.9,46.9,21.1,9.7,135.5,Unhealthy for Sensitive Groups,Poland,52.0,20.5
559,2024-07-12,32.0,54.8,16.7,2.3,4231.0,29.7,18.3,1.4,39.4,119.1,Summer,Rural,110.6,82.7,28.0,26.1,15.9,110.6,Unhealthy for Sensitive Groups,Poland,52.0,20.5
560,2024-07-13,27.9,68.5,15.7,0.6,2692.0,45.0,16.4,1.26,61.7,98.6,Winter,Rural,154.2,72.6,42.5,23.4,14.3,154.2,Unhealthy,Bulgaria,42.5,23.0
561,2024-07-14,31.4,60.3,0.1,1.3,581.0,45.8,20.8,0.78,62.4,81.2,Spring,Rural,154.6,64.0,43.2,29.7,8.9,154.6,Unhealthy,Portugal,38.5,-8.0
562,2024-07-15,40.4,65.2,8.7,1.9,4206.0,40.5,13.4,1.42,89.6,110.3,Summer,Urban,168.6,78.4,38.2,19.1,16.1,168.6,Unhealthy,Denmark,55.6759,12.5655
563,2024-07-16,34.4,50.2,15.04141700404858,1.1,3676.0,35.0,16.3,1.04,73.6,100.0,Winter,Rural,160.3,73.3,33.0,23.3,11.8,160.3,Unhealthy,Spain,37.5,-4.5
564,2024-07-17,28.4,46.0,15.04141700404858,3.5,2325.0,41.4,16.7,1.32,52.4,121.0,Winter,Rural,142.6,83.7,39.1,23.9,15.0,142.6,Unhealthy for Sensitive Groups,Romania,46.5,24.5
565,2024-07-18,36.0,61.1,16.4,1.0,581.0,42.7,16.2,1.4,67.4,102.7,Spring,Urban,157.1,74.6,40.3,23.1,15.9,157.1,Unhealthy,Romania,44.4323,26.1063
566,2024-07-19,28.0,56.8,14.1,3.6,593.0,57.9,21.4,0.92,32.6,71.3,Summer,Urban,94.1,59.1,55.2,30.6,10.5,94.1,Moderate,United Kingdom,51.5074,-0.1278
567,2024-07-20,19.8,66.3,18.2,2.0,842.0,31.3,19.0,1.17,62.1,90.1,Fall,Urban,154.4,68.4,29.5,27.1,13.3,154.4,Unhealthy,Poland,52.2298,21.0118
568,2024-07-21,25.0,59.2,9.9,0.5,2908.0,34.4,8.4,0.88,61.3,76.9,Winter,Urban,154.0,61.8,32.5,12.0,10.0,154.0,Unhealthy,Belgium,50.8505,4.3488
569,2024-07-22,20.6,62.1,18.1,5.4,2354.0,42.8,14.4,1.28,46.5,111.3,Fall,Urban,128.1,78.9,40.4,20.6,14.5,128.1,Unhealthy for Sensitive Groups,Bosnia and Herzegovina,43.8486,18.3564
570,2024-07-23,28.2,43.8,17.4,0.8,4499.0,37.4,14.9,1.03,57.0,121.7,Winter,Urban,151.8,84.0,35.3,21.3,11.7,151.8,Unhealthy,Netherlands,52.374,4.8897
571,2024-07-24,30.1,78.9,16.9,0.2,1589.0,39.0,25.8,1.29,49.6,69.1,Summer,Urban,135.7,58.0,36.8,36.9,14.7,135.7,Unhealthy for Sensitive Groups,Bulgaria,42.6975,23.3242
572,2024-07-25,38.4,58.4,14.1,3.0,1123.0,50.7,13.4,1.46,46.0,97.5,Winter,Urban,126.9,72.0,47.8,19.1,16.6,126.9,Unhealthy for Sensitive Groups,Finland,60.1695,24.9355
573,2024-07-26,31.6,67.0,24.2,0.7,1367.0,11.8,10.1,1.16,70.1,123.1,Winter,Urban,158.5,84.7,11.1,14.4,13.2,158.5,Unhealthy,Czech Republic,50.088,14.4208
574,2024-07-27,28.9,51.6,17.5,0.4,2764.911133603239,34.0,17.2,0.97,75.5,68.8,Spring,Urban,161.3,57.8,32.1,24.6,11.0,161.3,Unhealthy,France,48.8534,2.3488
575,2024-07-28,34.1,63.1,10.2,3.0,3972.0,22.6,17.5,0.98,67.6,91.3,Spring,Rural,157.2,69.0,21.3,25.0,11.1,157.2,Unhealthy,Serbia,44.5,20.2
576,2024-07-29,18.9,47.0,16.2,0.1,670.0,28.0,14.6,0.11,53.4,100.0,Fall,Urban,145.1,73.3,26.4,20.9,1.2,145.1,Unhealthy for Sensitive Groups,France,48.8534,2.3488
577,2024-07-30,31.2,64.5,18.8,0.9,2282.0,64.0,13.9,0.79,50.1,121.3,Spring,Urban,136.9,83.8,61.7,19.9,9.0,136.9,Unhealthy for Sensitive Groups,Hungary,47.4984,19.0408
578,2024-07-31,33.9,56.4,12.1,5.5,1077.0,46.0,19.7,1.28,53.9,110.9,Spring,Urban,146.3,78.7,43.4,28.1,14.5,146.3,Unhealthy for Sensitive Groups,Finland,60.1695,24.9355
579,2024-08-01,22.6,60.3,20.4,3.2,567.0,49.5,10.7,1.29,56.7,115.0,Fall,Rural,151.6,80.7,46.7,15.3,14.7,151.6,Unhealthy,Netherlands,53.1,5.5
580,2024-08-02,35.7,67.0,16.9,1.5,2015.0,39.2,13.3,0.78,46.9,112.0,Fall,Urban,129.1,79.2,37.0,19.0,8.9,129.1,Unhealthy for Sensitive Groups,Romania,44.4323,26.1063
581,2024-08-03,31.7,47.7,3.3,2.0,500.0,47.6,12.4,1.05,75.8,92.5,Spring,Urban,161.5,69.6,44.9,17.7,11.9,161.5,Unhealthy,North Macedonia,41.9965,21.4314
582,2024-08-04,27.9,53.2,16.5,3.0,2698.0,22.3,20.5,0.94,57.0,132.9,Summer,Rural,151.8,89.6,21.0,29.3,10.7,151.8,Unhealthy,Italy,41.6,12.3
583,2024-08-05,33.2,64.6,13.0,3.9,1401.0,50.4,16.4,1.21,71.5,86.6,Winter,Urban,159.3,66.6,47.5,23.4,13.8,159.3,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
584,2024-08-06,41.4,81.0,17.7,0.5,1294.0,31.8,9.7,1.66,39.0,44.4,Summer,Urban,109.6,41.1,30.0,13.9,18.9,109.6,Unhealthy for Sensitive Groups,Portugal,38.7167,-9.1399
585,2024-08-07,30.9,58.6,19.7,2.7,2566.0,34.7,10.2,1.21,49.7,64.0,Summer,Rural,136.0,55.5,32.7,14.6,13.8,136.0,Unhealthy for Sensitive Groups,Bosnia and Herzegovina,44.0,17.9
586,2024-08-08,31.2,65.9,16.0,1.0,2319.0,45.1,24.4,0.8,72.9,97.7,Spring,Urban,160.0,72.1,42.5,34.9,9.1,160.0,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
587,2024-08-09,27.7,58.9,23.3,1.6,870.0,43.2,20.4,0.98,73.1,93.4,Summer,Urban,160.1,70.0,40.8,29.1,11.1,160.1,Unhealthy,Germany,52.52,13.405
588,2024-08-10,25.8,79.4,14.1,2.3,3038.0,40.8,19.2,1.42,42.0,89.3,Winter,Urban,117.0,68.0,38.5,27.4,16.1,117.0,Unhealthy for Sensitive Groups,Netherlands,52.374,4.8897
589,2024-08-11,34.2,42.5,18.1,2.0,4407.0,26.4,15.1,0.58,64.5,103.0,Summer,Urban,155.6,74.8,24.9,21.6,6.6,155.6,Unhealthy,Finland,60.1695,24.9355
590,2024-08-12,25.7,60.9,19.0,3.5,2554.0,41.0,22.5,0.82,64.9,124.0,Fall,Urban,155.9,85.2,38.7,32.1,9.3,155.9,Unhealthy,Italy,41.8919,12.5113
591,2024-08-13,30.4,43.7,14.5,3.0,3096.0,49.6,9.5,1.21,49.4,109.1,Summer,Urban,135.2,77.8,46.8,13.6,13.8,135.2,Unhealthy for Sensitive Groups,Poland,52.2298,21.0118
592,2024-08-14,27.6,34.9,18.9,1.0,4966.0,34.7,18.8,1.39,65.4,113.0,Spring,Urban,156.1,79.7,32.7,26.9,15.8,156.1,Unhealthy,Belgium,50.8505,4.3488
593,2024-08-15,32.4,63.0,12.0,0.7,2188.0,53.1,12.8,1.18,36.3,78.4,Summer,Rural,103.0,62.6,,18.3,13.4,103.0,Unhealthy for Sensitive Groups,United Kingdom,54.0,-1.5
594,2024-08-16,31.7,61.4,12.9,1.3,3821.0,31.3,13.8,0.82,46.1,89.6,Summer,Rural,127.1,68.1,29.5,19.7,9.3,127.1,Unhealthy for Sensitive Groups,North Macedonia,41.8,21.2
595,2024-08-17,35.2,57.2,8.4,5.7,1638.0,40.1,18.6,1.16,69.0,114.0,Fall,Urban,158.0,80.2,37.8,26.6,13.2,158.0,Unhealthy,Belgium,50.8505,4.3488
596,2024-08-18,27.4,58.9,16.2,0.3,3121.0,55.4,14.3,1.12,60.4,102.2,Spring,Urban,153.5,74.4,52.5,20.4,12.7,153.5,Unhealthy,Bulgaria,42.6975,23.3242
597,2024-08-19,28.7,91.0,16.6,1.6,3228.0,33.2,12.8,1.11,61.2,109.5,Winter,Urban,153.9,78.0,31.3,18.3,12.6,153.9,Unhealthy,Czech Republic,50.088,14.4208
598,2024-08-20,25.1,57.4,20.9,0.9,1665.0,50.5,12.5,0.97,57.4,112.3,Spring,Urban,152.0,79.4,47.6,17.9,11.0,152.0,Unhealthy,France,48.8534,2.3488
599,2024-08-21,27.8,65.1,19.0,0.9,2008.0,59.7,5.1,1.02,68.1,103.3,Spring,Rural,157.5,74.9,57.1,7.3,11.6,157.5,Unhealthy,Germany,48.8,11.5
600,2024-08-22,31.9,53.5,13.6,2.4,4341.0,41.7,18.8,0.73,68.8,131.6,Summer,Urban,157.9,88.9,39.3,26.9,8.3,157.9,Unhealthy,Poland,52.2298,21.0118
601,2024-08-23,33.8,63.0,9.1,4.8,1023.0,34.7,10.0,1.74,71.9,89.4,Spring,Rural,159.5,68.0,32.7,14.3,19.8,159.5,Unhealthy,United Kingdom,54.0,-1.5
602,2024-08-24,25.4,57.6,17.2,2.9,2758.0,32.3,24.3,1.05,61.9,83.6,Spring,Rural,154.3,65.2,30.5,34.7,11.9,154.3,Unhealthy,Italy,41.6,12.3
603,2024-08-25,34.3,55.9,20.6,0.4,4839.0,53.0,13.6,1.16,54.2,64.7,Winter,Rural,147.0,55.8,50.0,19.4,13.2,147.0,Unhealthy for Sensitive Groups,Germany,48.8,11.5
604,2024-08-26,36.8,78.2,18.8,7.5,738.0,52.8,21.5,0.93,51.6,115.0,Summer,Urban,140.6,80.7,49.8,30.7,10.6,140.6,Unhealthy for Sensitive Groups,Spain,40.4165,-3.7026
605,2024-08-27,32.1,71.8,20.4,2.2,1720.0,54.5,6.0,1.25,44.1,88.6,Winter,Urban,122.2,67.6,51.5,8.6,14.2,122.2,Unhealthy for Sensitive Groups,Germany,52.52,13.405
606,2024-08-28,39.4,61.4,13.9,0.8,1268.0,39.7,18.7,0.61,54.0,125.3,Winter,Urban,146.6,85.8,37.5,26.7,6.9,146.6,Unhealthy for Sensitive Groups,Belgium,50.8505,4.3488
607,2024-08-29,26.1,37.0,12.7,4.8,734.0,50.4,19.9,0.48,50.9,105.0,Spring,Rural,138.9,75.7,47.5,28.4,5.5,138.9,Unhealthy for Sensitive Groups,Bosnia and Herzegovina,44.0,17.9
608,2024-08-30,23.8,56.4,11.3,1.1,3260.0,39.5,21.5,0.99,84.0,93.2,Winter,Urban,165.7,69.9,37.3,30.7,11.2,165.7,Unhealthy,Czech Republic,50.088,14.4208
609,2024-08-31,21.1,87.0,14.7,5.3,2764.911133603239,31.2,7.4,1.62,44.3,78.9,Fall,Urban,122.7,62.8,29.4,10.6,18.4,122.7,Unhealthy for Sensitive Groups,Poland,52.2298,21.0118
610,2024-09-01,37.5,57.7,14.6,0.3,2764.911133603239,51.2,11.5,1.36,75.6,116.9,Winter,Urban,161.4,81.6,48.3,16.4,15.5,161.4,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
611,2024-09-02,33.3,71.0,16.0,4.9,2734.0,56.3,17.9,0.76,56.0,98.9,Spring,Urban,151.3,72.7,53.4,25.6,8.6,151.3,Unhealthy,Denmark,55.6759,12.5655
612,2024-09-03,29.7,74.4,14.4,2.4,1435.0,29.8,15.7,1.15,56.9,105.4,Spring,Urban,151.7,75.9,28.1,22.4,13.1,151.7,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
613,2024-09-04,31.4,62.2,14.3,4.6,1768.0,29.6,16.5,0.81,66.0,112.1,Summer,Urban,156.4,79.3,27.9,23.6,9.2,156.4,Unhealthy,Poland,52.2298,21.0118
614,2024-09-05,24.4,51.6,11.1,5.8,1318.0,40.4,13.2,1.13,38.7,105.3,Spring,Rural,108.9,75.9,38.1,18.9,12.8,108.9,Unhealthy for Sensitive Groups,Bosnia and Herzegovina,44.0,17.9
615,2024-09-06,42.2,35.6,19.7,0.3,4067.0,49.6,22.8,1.15,48.0,83.0,Spring,Rural,131.8,64.9,46.8,32.6,13.1,131.8,Unhealthy for Sensitive Groups,Portugal,38.5,-8.0
616,2024-09-07,30.6,66.8,15.4,4.6,4617.0,28.7,28.0,1.28,41.4,110.4,Fall,Urban,115.5,78.4,27.1,40.0,14.5,115.5,Unhealthy for Sensitive Groups,Austria,48.2085,16.3721
617,2024-09-08,30.5,51.9,14.1,0.8,2615.0,42.3,15.5,0.53,54.3,116.4,Spring,Rural,147.3,81.4,39.9,22.1,6.0,147.3,Unhealthy for Sensitive Groups,Denmark,55.5,12.0
618,2024-09-09,33.6,61.8,11.3,0.1,2939.0,34.1,17.3,0.62,46.4,107.2,Summer,Rural,127.8,76.8,32.2,24.7,7.0,127.8,Unhealthy for Sensitive Groups,Finland,61.0,24.0
619,2024-09-10,32.4,47.5,8.3,0.4,2764.911133603239,47.0,15.3,0.98,79.8,112.6,Winter,Urban,163.5,79.5,44.3,21.9,11.1,163.5,Unhealthy,Sweden,59.3293,18.0686
620,2024-09-11,31.1,57.3,21.5,3.0,1588.0,32.0,21.4,0.69,51.2,114.5,Spring,Urban,139.7,80.4,30.2,30.6,7.8,139.7,Unhealthy for Sensitive Groups,Poland,52.2298,21.0118
621,2024-09-12,26.0,60.3,17.8,2.1,2764.911133603239,47.7,19.1,0.67,24.3,92.1,Summer,Rural,76.7,69.4,45.0,27.3,7.6,76.7,Moderate,Sweden,60.0,17.0
622,2024-09-13,32.4,62.7,6.9,1.7,3088.0,38.4,9.7,1.08,55.0,91.3,Spring,Rural,149.0,69.0,36.2,13.9,12.3,149.0,Unhealthy for Sensitive Groups,Austria,47.5,11.5
623,2024-09-14,39.4,48.9,18.8,2.3,3115.0,30.6,11.9,0.73,72.1,144.5,Winter,Rural,159.6,95.3,28.9,17.0,8.3,159.6,Unhealthy,Poland,52.0,20.5
624,2024-09-15,36.7,72.0,19.6,3.2,2373.0,40.6,10.0,1.68,84.5,126.5,Winter,Rural,166.0,86.4,38.3,14.3,19.1,166.0,Unhealthy,Serbia,44.5,20.2
625,2024-09-16,38.0,54.0,15.6,3.3,4807.0,20.6,28.5,0.84,56.6,99.0,Spring,Rural,151.6,72.8,19.4,40.7,9.5,151.6,Unhealthy,Portugal,38.5,-8.0
626,2024-09-17,27.4,43.3,23.0,4.2,2273.0,34.4,18.2,0.92,52.2,113.7,Spring,Rural,142.1,80.1,32.5,26.0,10.5,142.1,Unhealthy for Sensitive Groups,Serbia,44.5,20.2
627,2024-09-18,25.1,58.9,16.1,5.6,699.0,43.4,12.0,1.09,59.8,81.2,Summer,Rural,153.2,64.0,40.9,17.1,12.4,153.2,Unhealthy,Belgium,51.0,4.0
628,2024-09-19,29.4,60.3,7.9,2.0,677.0,22.3,11.6,0.55,66.2,88.0,Winter,Rural,156.5,67.3,21.0,16.6,6.2,156.5,Unhealthy,Belgium,51.0,4.0
629,2024-09-20,30.3,61.6,16.8,1.0,1430.0,14.3,19.0,1.15,43.1,75.1,Spring,Rural,119.7,60.9,13.5,27.1,13.1,119.7,Unhealthy for Sensitive Groups,France,49.2,0.5
630,2024-09-21,35.5,73.6,16.2,3.2,4236.0,16.6,19.5,1.1,56.3,105.7,Spring,Urban,151.4,76.1,15.7,27.9,12.5,151.4,Unhealthy,Romania,44.4323,26.1063
631,2024-09-22,21.5,57.6,12.0,0.3,2536.0,53.3,19.0,0.9,59.3,105.9,Spring,Rural,153.0,76.2,,27.1,10.2,153.0,Unhealthy,Germany,48.8,11.5
632,2024-09-23,37.6,58.8,17.9,0.6,1985.0,39.2,12.9,1.08,60.7,121.7,Spring,Rural,153.7,84.0,37.0,18.4,12.3,153.7,Unhealthy,Romania,46.5,24.5
633,2024-09-24,29.2,49.0,6.7,4.0,2591.0,34.7,16.5,1.13,57.8,95.8,Summer,Urban,152.2,71.2,32.7,23.6,12.8,152.2,Unhealthy,Czech Republic,50.088,14.4208
634,2024-09-25,27.9,68.2,20.0,1.8,4763.0,49.5,15.6,1.43,46.0,121.3,Fall,Rural,126.9,83.8,46.7,22.3,16.2,126.9,Unhealthy for Sensitive Groups,North Macedonia,41.8,21.2
635,2024-09-26,24.9,61.8,10.6,0.4,2884.0,36.0,10.3,1.75,65.1,113.1,Summer,Urban,156.0,79.8,34.0,14.7,19.9,156.0,Unhealthy,Austria,48.2085,16.3721
636,2024-09-27,21.7,55.8,10.1,1.0,4588.0,42.7,10.4,0.68,59.3,149.2,Winter,Rural,153.0,97.6,40.3,14.9,7.7,153.0,Unhealthy,Netherlands,53.1,5.5
637,2024-09-28,34.1,41.0,14.4,2.1,2415.0,40.3,17.1,0.61,59.3,133.3,Winter,Rural,153.0,89.8,38.0,24.4,6.9,153.0,Unhealthy,Denmark,55.5,12.0
638,2024-09-29,30.4,74.4,17.2,4.3,515.0,35.3,16.0,1.03,43.8,129.8,Fall,Urban,121.4,88.0,33.3,22.9,11.7,121.4,Unhealthy for Sensitive Groups,Portugal,38.7167,-9.1399
639,2024-09-30,23.6,47.7,15.8,4.3,2764.911133603239,42.9,17.8,0.38,69.6,116.7,Summer,Urban,158.3,81.5,40.5,25.4,4.3,158.3,Unhealthy,North Macedonia,41.9965,21.4314
640,2024-10-01,23.5,54.1,11.3,2.2,1336.0,47.7,19.0,1.19,45.8,82.1,Fall,Rural,126.4,64.4,45.0,27.1,13.5,126.4,Unhealthy for Sensitive Groups,Bulgaria,42.5,23.0
641,2024-10-02,28.3,63.6,12.5,6.0,2657.0,38.2,22.5,1.03,84.2,105.9,Fall,Urban,165.8,76.2,36.0,32.1,11.7,165.8,Unhealthy,Sweden,59.3293,18.0686
642,2024-10-03,38.3,48.0,9.3,1.8,2076.0,35.4,11.1,1.11,42.3,145.0,Winter,Rural,117.7,95.5,33.4,15.9,12.6,117.7,Unhealthy for Sensitive Groups,France,49.2,0.5
643,2024-10-04,28.7,45.1,13.9,1.7,805.0,36.6,18.2,0.91,71.4,110.1,Summer,Rural,159.2,78.3,34.5,26.0,10.3,159.2,Unhealthy,Bosnia and Herzegovina,44.0,17.9
644,2024-10-05,22.5,38.8,20.4,3.1,2553.0,17.0,18.7,1.08,31.4,83.6,Spring,Urban,91.6,65.2,16.0,26.7,12.3,91.6,Moderate,North Macedonia,41.9965,21.4314
645,2024-10-06,28.8,67.2,15.0,1.1,3390.0,42.8,13.4,1.14,26.1,106.7,Spring,Urban,80.4,76.6,40.4,19.1,13.0,80.4,Moderate,Belgium,50.8505,4.3488
646,2024-10-07,28.6,54.5,19.3,3.7,3844.0,27.9,15.6,1.06,51.7,80.2,Fall,Urban,140.9,63.5,26.3,22.3,12.0,140.9,Unhealthy for Sensitive Groups,Romania,44.4323,26.1063
647,2024-10-08,16.5,89.3,22.3,5.1,4956.0,46.3,13.6,0.6,26.1,82.9,Summer,Rural,80.4,64.8,43.7,19.4,6.8,80.4,Moderate,Italy,41.6,12.3
648,2024-10-09,29.7,50.1,15.04141700404858,0.3,1708.0,39.1,25.5,1.05,70.9,108.3,Spring,Rural,159.0,77.4,36.9,36.4,11.9,159.0,Unhealthy,Belgium,51.0,4.0
649,2024-10-10,28.8,50.8,14.1,2.9,2358.0,41.1,15.5,1.56,59.7,114.8,Spring,Urban,153.2,80.6,38.8,22.1,17.7,153.2,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
650,2024-10-11,33.5,54.3,25.9,4.1,3203.0,47.0,17.3,1.07,81.0,84.0,Summer,Urban,164.2,65.4,44.3,24.7,12.2,164.2,Unhealthy,Spain,40.4165,-3.7026
651,2024-10-12,39.2,62.4,22.2,2.0,2471.0,30.7,13.7,1.04,57.5,88.8,Spring,Rural,152.0,67.7,29.0,19.6,11.8,152.0,Unhealthy,Hungary,47.2,18.8
652,2024-10-13,35.6,55.3,6.6,2.6,1613.0,43.7,12.6,1.47,63.6,71.5,Winter,Urban,155.2,59.2,41.2,18.0,16.7,155.2,Unhealthy,Serbia,44.804,20.4651
